id,title
1129,防守反击
1130,无名岛
1131,对白
1132,至高无上
1133,勇士
1134,燎原
1135,猎仇者
1136,女明星秘史
1137,赛车传奇
1138,杜十娘
1139,草原英雄小姐妹
1140,夺虎连环计
1141,就这样，彗星撞上了地球
1142,手
1143,芙蓉女
1144,小白兔
1145,机密行动
1146,壮志凌云
1147,疯狂72小时
1148,夜半梳头
1149,嘻笑鸳鸯
1150,非常夏日
1151,金匾背后
1152,秋翁遇仙记
1153,女理发师
1154,后来
1155,两只小孔雀
1156,森林孤影
1157,一路有你
1158,军歌嘹亮
1159,赤峰号
1160,自首的爱
1161,无形的战线
1162,女神探宝盖丁
1163,月落玉长河
1164,吕梁英雄
1165,百变神偷
1166,夜幕惊魂
1167,都市枪手
1168,环游地球八十天
1169,村路带我回家
1170,怒海轻骑
1171,龙须沟
1172,云之子
1173,床下有人3
1174,阿娜尔罕
1175,无人喝彩
1176,大叔，我爱你
1177,偷猎者
1178,无间罪：僵尸重生
1179,财神到
1180,伤心童话
1181,一叶小舟
1182,寂静的山林
1183,金秋桂花迟
1184,我们村里的年轻人（续集）
1185,万家灯火
1186,勐垅沙
1187,新儿女英雄传
1188,皮包
1189,小太阳
1190,母亲
1191,结婚
1192,高中锋，矮教练
1193,家在水草丰茂的地方
1194,口腔溃疡
1195,关连长
1196,棒球父子兵
1197,冲破黎明前的黑暗
1198,孔夫子
1199,深度唤醒
1200,谁来倾听
1201,宋景诗
1202,逆光
1203,月蚀
1204,小诗人
1205,向前一步
1206,战火中的芭蕾
1207,英雄岛
1208,你的微笑
1209,箭杆河边
1210,红墙外
1211,夏日历险
1212,於我归兮
1213,离开雷锋的日子
1214,别墅灾星
1215,舞台姐妹
1216,忏悔
1217,紫禁城奇恋
1218,闯江湖
1219,战洪图
1220,大有
1221,白山黑水血溅红
1222,地下航线
1223,如梦
1224,梅子青时
1225,璀璨的婚礼
1226,鲁班的传说
1227,常州北
1228,红旗谱
1229,以革命的名义
1230,太阳底下
1231,中华女儿
1232,三年早知道
1233,同喜同喜
1234,在鲸鱼里游泳
1235,山伢仔
1236,海上风暴
1237,乔老爷上轿
1238,12次列车
1239,警魂
1240,奇异的婚配
1241,后羿射日
1242,完美假妻168
1243,白衣侠女
1244,情敌蜜月
1245,望穿秋水
1246,北京纽约
1247,花好月圆
1248,麦积山的呼唤
1249,打铜锣
1250,江山多娇
1251,笑过2012
1252,党的女儿
1253,猛警威龙辣椒妹
1254,破局
1255,勇士之门
1256,当时只道是寻常
1257,济公斗蟋蟀
1258,来不及爱你
1259,拓荒者的足迹
1260,李科长巧难炊事班
1261,幸运的人
1262,人民的战士
1263,小姑贤
1264,情义两重天
1265,西洋镜
1266,乘龙快婿
1267,微风吹过撒欢谷
1268,找乐
1269,妙探
1270,小玩意
1271,呼我
1272,关不住
1273,火山上的恋人
1274,扑不灭的火焰
1275,亲密关系
1276,夜玫瑰
1277,十五贯
1278,到青山那边去
1279,女篮五号
1280,姊妹劫
1281,九九艳阳天
1282,人参娃娃
1283,大西南凯歌
1284,湖上歌舞
1285,明亮的心
1286,岸边激浪
1287,海魂
1288,目标战
1289,芦荡小英雄
1290,人欢马叫
1291,返老还童
1292,出口
1293,马可·波罗（下）
1294,不拘小节的人
1295,长河落日
1296,醉后一夜
1297,丹心谱
1298,泥人常传奇
1299,寻找李想
1300,自有后来人
1301,春
1302,冬至
1303,牧童投军
1304,湖上的斗争
1305,光语者
1306,女司机
1307,龙年警官
1308,玩命
1309,春天的狂想
1310,家在时光深处
1311,双珠凤
1312,驶离长夜
1313,既然青春留不住
1314,枯木逢春
1315,金沙江畔
1316,风雪大别山
1317,少年“橄”梦
1318,没有完成的喜剧
1319,长虹号起义
1320,“宝贝”小偷与大盗
1321,黑眼睛
1322,画中人
1323,十字街头
1324,南岛风云
1325,哥俩好
1326,红鞋子
1327,三滴血
1328,神秘的旅伴
1329,鬼话
1330,碧海丹心
1331,嘎达梅林
1332,格兰特船长的儿女
1333,红鹰
1334,千钧。一发
1335,玫瑰天涯
1336,逆风千里
1337,拾棉花
1338,封门诡影
1339,倔强的凯拉班
1340,可可的魔伞
1341,一个死者对生者的访问
1342,草原雄鹰
1343,这决不是小事情
1344,昨天
1345,奶奶的一月
1346,红尘
1347,37次想你
1348,骑士的荣誉
1349,爱情银行
1350,水手长的故事
1351,亲密敌人
1352,星期五晚上的胡萝卜
1353,电影往事
1354,情谜
1355,盛夏和她的未婚夫
1356,兔子凌波微步
1357,李二嫂改嫁
1358,老婆万岁
1359,警门虎子
1360,冼星海
1361,千年
1362,李可乐寻人记
1363,蜜蜂与蚯蚓
1364,困兽
1365,她/他
1366,天井里的年
1367,密道追踪之阴兵虎符
1368,越剧菁华
1369,小树和她的影子
1370,笑傲神探
1371,一棵大白菜
1372,云端城堡
1373,一百个放心
1374,万木春
1375,疑案忠魂
1376,大地重光
1377,雁鸿岭下
1378,荒山泪
