mv_id,polarity_mean,polarity_std,comment_count,count_positive,count_negative,positive_ratio,negative_ratio
318,0.006119752284855793,0.6406694801743389,416,207,209,0.49759615384615385,0.5024038461538461
319,0.07521227070641132,0.6108361155318733,155,87,68,0.5612903225806452,0.43870967741935485
320,0.07875514880947347,0.5979444868304227,159,78,81,0.49056603773584906,0.5094339622641509
321,0.4622002692866913,0.5309825301435739,142,114,28,0.8028169014084507,0.19718309859154928
322,0.1388921922489849,0.5896061279886614,393,234,159,0.5954198473282443,0.40458015267175573
323,-0.23712684800848366,0.6234933562633057,60,16,44,0.26666666666666666,0.7333333333333333
324,-0.36323547861637906,0.5765775805489762,94,21,73,0.22340425531914893,0.776595744680851
325,0.043789480738933115,0.5455208189654618,63,32,31,0.5079365079365079,0.49206349206349204
326,-0.3540950474976483,0.5336716287707176,59,14,45,0.23728813559322035,0.7627118644067796
327,0.10814456389558436,0.6782344884945475,495,267,228,0.5393939393939394,0.46060606060606063
328,0.07154337335377933,0.6648078978119043,30,18,12,0.6,0.4
329,0.009549226727710958,0.5904718060626524,209,102,107,0.4880382775119617,0.5119617224880383
330,-0.25774030246201063,0.6750790838283155,31,10,21,0.3225806451612903,0.6774193548387096
331,0.018951765061247825,0.6576757658176339,172,87,85,0.5058139534883721,0.4941860465116279
332,-0.28348523207447107,0.5526321008938962,170,48,122,0.2823529411764706,0.7176470588235294
333,-0.2540835977312835,0.5738854323004061,68,22,46,0.3235294117647059,0.6764705882352942
334,-0.32676150401433307,0.29704356787263425,3,1,2,0.3333333333333333,0.6666666666666666
335,0.1452011650907669,0.6357550505486098,303,170,133,0.5610561056105611,0.4389438943894389
336,0.0992173556400382,0.5276448331133737,230,118,112,0.5130434782608696,0.48695652173913045
337,0.26944769872089397,0.608239221583981,177,121,56,0.6836158192090396,0.3163841807909605
338,0.0565749397628928,0.4960032613156719,73,35,38,0.4794520547945205,0.5205479452054794
339,0.20430448966632997,0.6276633934902747,140,85,55,0.6071428571428571,0.39285714285714285
340,0.1795295963425245,0.5147908980950094,67,34,33,0.5074626865671642,0.4925373134328358
341,-0.18972726584105018,0.6514279112917251,376,143,233,0.3803191489361702,0.6196808510638298
342,0.23347946774140982,0.5738161993817391,152,93,59,0.6118421052631579,0.3881578947368421
343,0.3703857857581912,0.5775017838186011,196,142,54,0.7244897959183674,0.2755102040816326
344,0.0608857598147033,0.6371141185156608,214,110,104,0.514018691588785,0.48598130841121495
345,-0.19088416148883267,0.5946678723682077,37,14,23,0.3783783783783784,0.6216216216216216
346,-0.16672163464622025,0.6629984245901738,170,61,109,0.3588235294117647,0.6411764705882353
347,-0.29413139702547797,0.5967835023741483,656,185,471,0.2820121951219512,0.7179878048780488
348,0.25605317123998433,0.5470364375957023,39,27,12,0.6923076923076923,0.3076923076923077
349,-0.3477228526294661,0.5114557408508965,104,22,82,0.21153846153846154,0.7884615384615384
350,0.10298895590691544,0.653828979132786,49,25,24,0.5102040816326531,0.4897959183673469
351,0.1652368168166328,0.6710329528324339,62,38,24,0.6129032258064516,0.3870967741935484
352,0.36412721084092153,0.531872295638019,110,78,32,0.7090909090909091,0.2909090909090909
353,0.016036419591568794,0.6665339006004962,194,105,89,0.5412371134020618,0.4587628865979381
354,-0.05474562305552919,0.6824325978283063,212,94,118,0.44339622641509435,0.5566037735849056
355,0.3308928608416747,0.5901925979959441,351,254,97,0.7236467236467237,0.27635327635327633
356,-0.030273520466412462,0.627503365080882,71,33,38,0.4647887323943662,0.5352112676056338
357,0.01717439115199508,0.6043227127671282,49,25,24,0.5102040816326531,0.4897959183673469
358,0.20902429231657432,0.5918053503413389,520,330,190,0.6346153846153846,0.36538461538461536
359,-0.0336430857639087,0.5846022958807093,227,97,130,0.42731277533039647,0.5726872246696035
360,-0.12904035897347435,0.6661534297641509,87,37,50,0.42528735632183906,0.5747126436781609
361,0.03521581689710729,0.6150495221439473,128,65,63,0.5078125,0.4921875
362,0.14200644872530743,0.5287889177254755,135,78,57,0.5777777777777777,0.4222222222222222
363,0.06184981725058488,0.5471471871281879,496,255,241,0.5141129032258065,0.48588709677419356
364,0.3018955007126486,0.5675906202071254,54,38,16,0.7037037037037037,0.2962962962962963
365,0.036803876822240546,0.6327729390322233,211,107,104,0.5071090047393365,0.4928909952606635
366,0.08774067878561176,0.5723375104074598,92,50,42,0.5434782608695652,0.45652173913043476
367,-0.11387987205137809,0.5355682695839412,90,33,57,0.36666666666666664,0.6333333333333333
368,0.13622989878058436,0.5736767787008558,47,27,20,0.574468085106383,0.425531914893617
369,0.24901533781273946,0.6124627100832055,74,50,24,0.6756756756756757,0.32432432432432434
370,0.15676686264363662,0.635196586914746,53,32,21,0.6037735849056604,0.39622641509433965
371,0.2510596006915047,0.541856521136507,202,130,72,0.6435643564356436,0.3564356435643564
372,-0.028389496614738382,0.6425103314071627,98,47,51,0.47959183673469385,0.5204081632653061
373,-0.3184540119707688,0.5897946161918328,72,18,54,0.25,0.75
374,-0.04448282587513023,0.7159944739861905,98,48,50,0.4897959183673469,0.5102040816326531
375,-0.15439412859087998,0.6565485727553019,129,50,79,0.3875968992248062,0.6124031007751938
376,-0.08503916479443036,0.6664065161168959,73,30,43,0.410958904109589,0.589041095890411
377,-0.06381754232022695,0.6735972306244046,17,8,9,0.47058823529411764,0.5294117647058824
378,-0.21941354631135865,0.5979951393733403,75,30,45,0.4,0.6
379,-0.015195513135265742,0.6409583193697077,315,146,169,0.4634920634920635,0.5365079365079365
380,-0.30451439688055726,0.5616545307967526,152,42,110,0.27631578947368424,0.7236842105263158
381,0.23536898624882394,0.6021193771210672,51,31,20,0.6078431372549019,0.39215686274509803
382,0.29172171238664685,0.5878055737011483,385,268,117,0.6961038961038961,0.3038961038961039
383,-0.04705063933343219,0.6474377147062488,57,25,32,0.43859649122807015,0.5614035087719298
384,-0.10179056895568091,0.6199916488164742,17,7,10,0.4117647058823529,0.5882352941176471
385,-0.730451743428906,0.3947402626562154,3,0,3,0.0,1.0
386,0.003833023017073186,0.6575829539665922,159,74,85,0.46540880503144655,0.5345911949685535
387,0.045071521415733375,0.631143656639962,26,14,12,0.5384615384615384,0.46153846153846156
388,-0.21395468159634792,0.6759986731363115,432,150,282,0.3472222222222222,0.6527777777777778
389,0.0041556543243738515,0.7353655948041812,144,71,73,0.4930555555555556,0.5069444444444444
390,0.22819001780590042,0.49163040613056547,64,44,20,0.6875,0.3125
391,0.08549437549424498,0.559323695061823,73,38,35,0.5205479452054794,0.4794520547945205
392,0.0027777076767826667,0.6979180301957615,54,23,31,0.42592592592592593,0.5740740740740741
393,-0.20221015210780835,0.6859610225660591,18,7,11,0.3888888888888889,0.6111111111111112
394,0.33240788653768,0.5947413474324627,474,337,137,0.7109704641350211,0.2890295358649789
395,0.24964419868500792,0.5452769827000601,85,53,32,0.6235294117647059,0.3764705882352941
396,0.12450444515073492,0.5972171907874312,93,50,43,0.5376344086021505,0.46236559139784944
397,-0.00876284360584586,0.6536597669474495,99,48,51,0.48484848484848486,0.5151515151515151
398,-0.03011714713647959,0.6545054437101965,16,8,8,0.5,0.5
399,-0.20047300160718215,0.6006127110285562,71,21,50,0.29577464788732394,0.704225352112676
400,-0.2999728694558144,0.5795918010350929,17,4,13,0.23529411764705882,0.7647058823529411
401,-0.1056980435969308,0.5914548346563552,32,13,19,0.40625,0.59375
402,0.27712973181543676,0.5183402662681849,29,19,10,0.6551724137931034,0.3448275862068966
403,-0.054429496670591423,0.641972288172722,87,36,51,0.41379310344827586,0.5862068965517241
404,0.264162406232208,0.5204008793233074,120,79,41,0.6583333333333333,0.3416666666666667
405,0.08108060966644969,0.5395377596027714,112,58,54,0.5178571428571429,0.48214285714285715
406,0.05118448744356936,0.6102569541234154,196,104,92,0.5306122448979592,0.46938775510204084
407,0.01854705773293972,0.6323724627886326,120,56,64,0.4666666666666667,0.5333333333333333
408,-0.2538034874945879,0.5193780600736636,50,15,35,0.3,0.7
409,0.22837519752404964,0.5802950319825849,48,31,17,0.6458333333333334,0.3541666666666667
410,0.09310336894751026,0.6887800250768713,139,78,61,0.5611510791366906,0.43884892086330934
411,-0.004606393123553565,0.5648847341346458,44,18,26,0.4090909090909091,0.5909090909090909
412,0.39081510965680255,0.5430939373638796,29,22,7,0.7586206896551724,0.2413793103448276
413,-0.2673492495362696,0.5679884894022766,19,7,12,0.3684210526315789,0.631578947368421
414,0.12016597293972314,0.6014266532939426,91,50,41,0.5494505494505495,0.45054945054945056
415,-0.01992137396130069,0.5430065894502911,29,17,12,0.5862068965517241,0.41379310344827586
416,-0.09396501227568549,0.6270289566545796,104,45,59,0.4326923076923077,0.5673076923076923
417,0.42048015466166866,0.5454172754481891,18,15,3,0.8333333333333334,0.16666666666666666
418,0.27861018463348347,0.5917884963758728,48,34,14,0.7083333333333334,0.2916666666666667
419,0.2575276075114237,0.535314587502181,305,211,94,0.6918032786885245,0.3081967213114754
420,0.09856591410934926,0.4147325293271625,20,12,8,0.6,0.4
421,0.17731934385845363,0.603905903826937,929,548,381,0.589881593110872,0.4101184068891281
422,0.08161288818739582,0.7150885070493938,33,18,15,0.5454545454545454,0.45454545454545453
423,0.2698350149919005,0.5238086028320164,102,65,37,0.6372549019607843,0.3627450980392157
424,0.12200326506644185,0.6182046707331889,247,142,105,0.5748987854251012,0.4251012145748988
425,-0.36149227361948716,0.5580267087143086,21,5,16,0.23809523809523808,0.7619047619047619
426,0.21437256350632636,0.5183797018107512,93,61,32,0.6559139784946236,0.34408602150537637
427,-0.2027006873632876,0.5352895863868519,686,227,459,0.33090379008746357,0.6690962099125365
428,0.24172836833943923,0.6704025111133872,45,29,16,0.6444444444444445,0.35555555555555557
429,-0.2749467931687832,0.592755152784263,15,5,10,0.3333333333333333,0.6666666666666666
430,0.13438460893440443,0.6054711294239518,61,34,27,0.5573770491803278,0.4426229508196721
431,0.44255665112569026,0.5493084466744993,66,51,15,0.7727272727272727,0.22727272727272727
432,0.04848785521952731,0.5576661652712269,19,9,10,0.47368421052631576,0.5263157894736842
433,0.10648956444898719,0.6399104795432524,95,53,42,0.5578947368421052,0.4421052631578947
434,-0.46646634363569317,0.5585700812478043,60,9,51,0.15,0.85
435,-0.30006517631362284,0.6009616612326483,124,34,90,0.27419354838709675,0.7258064516129032
436,0.18919095096106714,0.5119546641557907,26,15,11,0.5769230769230769,0.4230769230769231
437,0.0978500228729986,0.5613601343605511,105,58,47,0.5523809523809524,0.44761904761904764
438,-0.012363537278925559,0.7535220694880684,29,15,14,0.5172413793103449,0.4827586206896552
439,-0.3025144711136818,0.4348805500724862,2,1,1,0.5,0.5
440,-0.02526415740869131,0.6007148039316416,83,39,44,0.46987951807228917,0.5301204819277109
441,-0.4736390836875547,0.4734113072390872,11,2,9,0.18181818181818182,0.8181818181818182
442,-0.228640394906203,0.9676497587087419,3,1,2,0.3333333333333333,0.6666666666666666
443,0.20473774083490884,0.6107927888302648,14,10,4,0.7142857142857143,0.2857142857142857
444,0.3141593339852989,0.5787359393433775,40,29,11,0.725,0.275
445,-0.27656993761724025,0.5430162722826942,57,12,45,0.21052631578947367,0.7894736842105263
446,-0.20761328698488093,0.6144940625797888,119,40,79,0.33613445378151263,0.6638655462184874
447,0.03225884338219963,0.6073529070531923,27,12,15,0.4444444444444444,0.5555555555555556
448,0.11106099081442454,0.5764327995335043,623,358,265,0.5746388443017657,0.42536115569823435
449,0.1402817127743253,0.6111317107762853,81,46,35,0.5679012345679012,0.43209876543209874
450,-0.05520681291818621,0.4311033459539649,6,2,4,0.3333333333333333,0.6666666666666666
451,-0.48564447541362965,0.6581949365406867,13,2,11,0.15384615384615385,0.8461538461538461
452,-0.43435581937513273,0.5766919001664297,23,4,19,0.17391304347826086,0.8260869565217391
453,-0.0013547167181968897,0.4183253870803925,8,3,5,0.375,0.625
454,0.171127341584199,0.6470959949672546,81,48,33,0.5925925925925926,0.4074074074074074
455,0.19223813871469567,0.6680454974847997,85,51,34,0.6,0.4
456,0.13066875655204058,0.6346556053843938,62,40,22,0.6451612903225806,0.3548387096774194
457,0.3702772041495011,0.5715348218230141,123,90,33,0.7317073170731707,0.2682926829268293
458,-0.4131622393067707,0.5781741651143212,34,7,27,0.20588235294117646,0.7941176470588235
459,0.1673375004902482,0.4536540566487187,12,8,4,0.6666666666666666,0.3333333333333333
460,0.4719473377668432,0.2981313059082539,7,7,0,1.0,0.0
461,-0.2681007073260844,0.5810973099471796,30,9,21,0.3,0.7
462,0.2058109790729038,0.5689882141726579,58,33,25,0.5689655172413793,0.43103448275862066
463,-0.1343790359262909,0.6777756510458843,56,21,35,0.375,0.625
464,0.183073166129072,0.6119290094949145,217,132,85,0.6082949308755761,0.391705069124424
465,-0.07140397116103593,0.5222607743753205,17,5,12,0.29411764705882354,0.7058823529411765
466,-0.10352575347511746,0.500291914997173,98,34,64,0.3469387755102041,0.6530612244897959
467,0.19127388671040535,0.4987577546288365,55,34,21,0.6181818181818182,0.38181818181818183
468,0.2814124145979683,0.6526779298750762,75,52,23,0.6933333333333334,0.30666666666666664
469,-0.02594092632738912,0.485707048425959,49,22,27,0.4489795918367347,0.5510204081632653
470,-0.44073131914924957,0.49121365982911946,58,10,48,0.1724137931034483,0.8275862068965517
471,0.3878885863576921,0.5916234163876147,147,111,36,0.7551020408163265,0.24489795918367346
472,-0.3026352096349001,0.6718686105799516,5,2,3,0.4,0.6
473,-0.22227163516753726,0.6617489383026748,63,21,42,0.3333333333333333,0.6666666666666666
474,0.23289591015169495,0.4787711042221951,19,13,6,0.6842105263157895,0.3157894736842105
475,0.25265102344069706,0.630428970881948,47,29,18,0.6170212765957447,0.3829787234042553
476,0.3687334892729038,0.4977484316672987,158,118,40,0.7468354430379747,0.25316455696202533
477,-0.26450075705846154,0.733803996486523,3,1,2,0.3333333333333333,0.6666666666666666
478,0.13344123894866142,0.6694673370080338,72,43,29,0.5972222222222222,0.4027777777777778
479,0.4725908643805084,0.5419326570018094,678,544,134,0.8023598820058997,0.1976401179941003
480,0.24539513420313597,0.6355415300579987,16,11,5,0.6875,0.3125
481,-0.03441797357052565,0.5990496256478139,50,19,31,0.38,0.62
482,0.012620032764971256,0.5341304410343232,96,48,48,0.5,0.5
483,0.2605695792660117,0.6137673515622477,50,33,17,0.66,0.34
484,0.02782941139183748,0.515918524616665,78,38,40,0.48717948717948717,0.5128205128205128
485,0.06926985889427609,0.6180247289674939,91,49,42,0.5384615384615384,0.46153846153846156
486,0.03701516985893244,0.5580814959121099,4,2,2,0.5,0.5
487,-0.4703335145674646,0.4666629168840492,50,8,42,0.16,0.84
488,-0.004102148513563649,0.6917339395942677,110,53,57,0.4818181818181818,0.5181818181818182
489,0.12667590779095114,0.5618575282452808,385,210,175,0.5454545454545454,0.45454545454545453
490,-0.10112564964219926,0.655514227875532,22,9,13,0.4090909090909091,0.5909090909090909
491,-0.21241024752859683,0.5756374266931059,68,22,46,0.3235294117647059,0.6764705882352942
492,0.2841837596765646,0.5903937968434916,178,120,58,0.6741573033707865,0.3258426966292135
493,0.09405954457495523,0.5135858263685786,46,22,24,0.4782608695652174,0.5217391304347826
494,0.2614650359210461,0.5880429735345161,67,45,22,0.6716417910447762,0.3283582089552239
495,0.09248526610041923,0.6024664264800916,19,9,10,0.47368421052631576,0.5263157894736842
496,0.09102873743644782,0.606448599480332,14,7,7,0.5,0.5
497,0.03668525881533114,0.6640145153442598,21,12,9,0.5714285714285714,0.42857142857142855
498,0.42953937086794114,0.4461666908424151,18,14,4,0.7777777777777778,0.2222222222222222
499,0.17075112663410807,0.5188618673991601,37,22,15,0.5945945945945946,0.40540540540540543
500,-0.26076210737228395,0.495008643879898,5,2,3,0.4,0.6
501,0.276098189600667,0.6081254930340434,61,40,21,0.6557377049180327,0.3442622950819672
502,0.21668335597496483,0.5894276016437945,8,5,3,0.625,0.375
503,-0.3483358159661293,0.31919561849712713,5,1,4,0.2,0.8
504,0.12275336058958185,0.6108895460411395,63,40,23,0.6349206349206349,0.36507936507936506
505,0.4879502762729923,0.5328708876544348,21,17,4,0.8095238095238095,0.19047619047619047
506,0.05018170053760212,0.5475204113285945,15,7,8,0.4666666666666667,0.5333333333333333
507,0.26261091971879497,0.49126528622467186,34,22,12,0.6470588235294118,0.35294117647058826
508,-0.6026476073078811,0.4920177818143903,10,1,9,0.1,0.9
509,0.23854195658350366,0.5482029716404743,16,10,6,0.625,0.375
510,-0.5462469869914154,0.6485658831808369,6,1,5,0.16666666666666666,0.8333333333333334
511,0.2648453843469421,0.5720582267128517,90,60,30,0.6666666666666666,0.3333333333333333
512,0.37080891082534595,0.5071713007372946,83,62,21,0.7469879518072289,0.25301204819277107
513,-0.24165160356856444,0.6316748198178359,51,17,34,0.3333333333333333,0.6666666666666666
514,-0.0805021536193396,0.6644772659448862,19,8,11,0.42105263157894735,0.5789473684210527
515,-0.11537832077592611,0.5807914823154479,80,30,50,0.375,0.625
516,0.13901824494502668,0.735051506848621,58,35,23,0.603448275862069,0.39655172413793105
517,-0.3556361473925716,0.6010520999660288,49,14,35,0.2857142857142857,0.7142857142857143
518,0.12661015922920063,0.6245265837454457,26,15,11,0.5769230769230769,0.4230769230769231
519,0.13348287507891654,0.49487278438614024,75,46,29,0.6133333333333333,0.38666666666666666
520,-0.2243599313000838,0.6575584741923665,15,5,10,0.3333333333333333,0.6666666666666666
521,0.18610194232314828,0.5730175908926398,42,26,16,0.6190476190476191,0.38095238095238093
522,0.179824181992946,0.6265997286186735,29,16,13,0.5517241379310345,0.4482758620689655
523,0.0809205934787408,0.6726426288036855,39,24,15,0.6153846153846154,0.38461538461538464
524,-0.8161169476807117,0.08246930219536515,2,0,2,0.0,1.0
525,0.438949314835058,0.5180455766720283,110,87,23,0.7909090909090909,0.20909090909090908
526,0.3808452067212365,0.48529904237209864,313,233,80,0.744408945686901,0.25559105431309903
527,0.1365707458462566,0.5326324358835921,20,14,6,0.7,0.3
528,0.5028944801279279,0.4968756557396168,43,35,8,0.813953488372093,0.18604651162790697
530,-0.4133819341659546,0.30813295421169007,2,0,2,0.0,1.0
531,0.27487500099351214,0.5557339610802561,98,68,30,0.6938775510204082,0.30612244897959184
532,-0.09291479950770735,0.6191618827789253,20,8,12,0.4,0.6
533,-0.09175096445583872,0.517532202406035,28,13,15,0.4642857142857143,0.5357142857142857
534,-0.601966592669487,0.17833057586742032,5,0,5,0.0,1.0
535,-0.4264218927171357,0.528351651177787,108,20,88,0.18518518518518517,0.8148148148148148
536,-0.1155082310239474,0.3639986174317655,6,2,4,0.3333333333333333,0.6666666666666666
537,-0.1532145635811267,0.5973594657122744,27,10,17,0.37037037037037035,0.6296296296296297
538,0.15137697714541493,0.592105834093388,58,37,21,0.6379310344827587,0.3620689655172414
539,-0.08216544197729,0.6790596948671106,26,12,14,0.46153846153846156,0.5384615384615384
540,0.08310386871821002,0.6412187865692192,19,12,7,0.631578947368421,0.3684210526315789
541,0.4110158770603852,0.5731498351949122,126,94,32,0.746031746031746,0.25396825396825395
542,0.40714689876352045,0.735912907678245,7,5,2,0.7142857142857143,0.2857142857142857
543,0.3710815166588873,0.5584513780103656,80,57,23,0.7125,0.2875
544,0.1981986900543173,0.5845553980075733,150,87,63,0.58,0.42
545,0.2500037668574163,0.6173160927065129,68,44,24,0.6470588235294118,0.35294117647058826
546,-0.17282226350572374,0.7461372768519763,9,4,5,0.4444444444444444,0.5555555555555556
547,-0.04500185219981409,0.6389643300361318,59,27,32,0.4576271186440678,0.5423728813559322
548,-0.45719479189978707,0.31071138046622343,9,1,8,0.1111111111111111,0.8888888888888888
549,0.10166400357742202,0.6158842271129394,22,11,11,0.5,0.5
550,0.09780514413224799,0.7355948007104763,28,15,13,0.5357142857142857,0.4642857142857143
551,0.1916884091742178,0.5793371774275687,94,55,39,0.5851063829787234,0.4148936170212766
552,0.4149977557361126,0.5018437344895194,10,8,2,0.8,0.2
553,-0.1642393150752218,0.6888057817407935,58,20,38,0.3448275862068966,0.6551724137931034
554,0.12916714952486316,0.429395421485502,41,20,21,0.4878048780487805,0.5121951219512195
555,-0.03238638518660358,0.6406024409276522,33,17,16,0.5151515151515151,0.48484848484848486
556,-0.03721450096262354,0.5230484846856307,84,33,51,0.39285714285714285,0.6071428571428571
557,-0.4273456549271941,0.48692001231933496,20,3,17,0.15,0.85
558,0.15164515587190788,0.4867275972753029,45,23,22,0.5111111111111111,0.4888888888888889
559,-0.011742674206432532,0.6676979917509532,38,19,19,0.5,0.5
560,0.20936961065639154,0.564944601506544,11,7,4,0.6363636363636364,0.36363636363636365
561,0.18364510472331733,0.5316779643612107,7,5,2,0.7142857142857143,0.2857142857142857
562,0.34724850791760464,0.6113556759046067,44,33,11,0.75,0.25
563,0.02669916564568143,0.6822345159247905,61,33,28,0.5409836065573771,0.45901639344262296
564,0.15612352182003988,0.5254551173971967,249,143,106,0.5742971887550201,0.42570281124497994
565,0.019252227509723007,0.5559411803252409,17,10,7,0.5882352941176471,0.4117647058823529
566,0.37293877880682613,0.53670343697974,1048,788,260,0.7519083969465649,0.2480916030534351
567,-0.026760984574341107,0.590641336167021,36,16,20,0.4444444444444444,0.5555555555555556
568,0.3255949318408966,0.5692419773044415,20,15,5,0.75,0.25
569,-0.35929327972233294,0.6241699421199934,25,6,19,0.24,0.76
570,0.1371822427544329,0.507588632674491,18,11,7,0.6111111111111112,0.3888888888888889
571,0.16750041293630075,0.531174199892345,86,48,38,0.5581395348837209,0.4418604651162791
572,0.11101463981286948,0.5285884352580171,83,52,31,0.6265060240963856,0.37349397590361444
573,-0.028061154044487228,0.7338366534492108,11,7,4,0.6363636363636364,0.36363636363636365
574,-0.20672763528332846,0.6722771246453237,61,22,39,0.36065573770491804,0.639344262295082
575,0.06873540083567302,0.691042630446764,3,2,1,0.6666666666666666,0.3333333333333333
576,0.12451102025806907,0.6027756888587461,30,19,11,0.6333333333333333,0.36666666666666664
577,-0.034185930493880405,0.7000308376009149,33,17,16,0.5151515151515151,0.48484848484848486
578,0.11653337143606653,0.5321530787036928,76,45,31,0.5921052631578947,0.40789473684210525
579,0.08759207444979925,0.5844137231499348,146,72,74,0.4931506849315068,0.5068493150684932
580,0.0256655233794115,0.5738032055594751,71,34,37,0.4788732394366197,0.5211267605633803
581,-0.031000745586223073,0.5026259344282873,18,6,12,0.3333333333333333,0.6666666666666666
582,0.5651350326836109,0.38735097063956164,5,5,0,1.0,0.0
583,0.08530966619796612,0.5429832085542182,34,13,21,0.38235294117647056,0.6176470588235294
584,0.13580462810668079,0.6489164801061997,11,6,5,0.5454545454545454,0.45454545454545453
585,-0.49779788878830994,0.42594332537482726,11,3,8,0.2727272727272727,0.7272727272727273
586,-0.5983022708445788,0.44662350725160516,25,2,23,0.08,0.92
587,0.8374619334936141,,1,1,0,1.0,0.0
588,-0.013984247551409793,0.6141206696511589,186,88,98,0.4731182795698925,0.5268817204301075
589,0.18539111031434283,0.6279800975322123,52,35,17,0.6730769230769231,0.3269230769230769
590,0.17816851248678106,0.8022348467674648,26,16,10,0.6153846153846154,0.38461538461538464
591,0.08582470729015766,0.4969726426749421,16,9,7,0.5625,0.4375
592,0.10480764639135956,0.6527448715142206,37,19,18,0.5135135135135135,0.4864864864864865
593,0.03538318300763002,0.5817510156744048,52,25,27,0.4807692307692308,0.5192307692307693
594,-0.2503241843989362,0.6559657923797753,23,8,15,0.34782608695652173,0.6521739130434783
595,0.07755670528142497,0.40303518848808134,26,14,12,0.5384615384615384,0.46153846153846156
596,0.1575349178530422,0.5267256801701241,51,28,23,0.5490196078431373,0.45098039215686275
597,0.34036665479652584,0.583944873863685,56,38,18,0.6785714285714286,0.32142857142857145
598,-0.4554623846585552,0.5135529860871447,12,2,10,0.16666666666666666,0.8333333333333334
599,-0.1221206399079944,0.7131430651947533,14,7,7,0.5,0.5
600,0.5349388196516562,0.4349050512577845,17,15,2,0.8823529411764706,0.11764705882352941
601,-0.06999748939162363,0.5829246728317096,46,22,24,0.4782608695652174,0.5217391304347826
602,-0.08734526077196711,0.6057594252867957,21,9,12,0.42857142857142855,0.5714285714285714
603,0.23936091739922127,0.5599631530975611,47,31,16,0.6595744680851063,0.3404255319148936
604,0.2771178980315612,0.5837194493497582,44,29,15,0.6590909090909091,0.3409090909090909
605,0.17459791012108325,0.5498439762451444,50,31,19,0.62,0.38
606,-0.10062163695693015,0.41117697359402533,8,4,4,0.5,0.5
607,0.2002875460893847,0.5702490714325592,16,8,8,0.5,0.5
608,0.16676502190530304,0.6546999620524385,10,6,4,0.6,0.4
609,-0.11715128604107752,0.6471080716164889,260,110,150,0.4230769230769231,0.5769230769230769
610,-0.25709344321133004,0.513091502885518,46,11,35,0.2391304347826087,0.7608695652173914
611,0.18958440303270305,0.5478399564080474,21,15,6,0.7142857142857143,0.2857142857142857
612,-0.5426446348428726,0.2924227375026786,2,0,2,0.0,1.0
613,0.7957152090966704,0.23138301096938965,2,2,0,1.0,0.0
614,0.06541316809930971,0.6612666991956031,28,17,11,0.6071428571428571,0.39285714285714285
615,0.2477714754901566,0.5372585700961343,286,193,93,0.6748251748251748,0.32517482517482516
616,-0.05888117803260689,0.6020895179660876,6,3,3,0.5,0.5
617,0.37235004603862765,0.537372806668073,5,4,1,0.8,0.2
618,0.2614957189070992,0.4612593418485677,32,23,9,0.71875,0.28125
619,0.2433464308096855,0.6031937429580758,27,18,9,0.6666666666666666,0.3333333333333333
620,0.23959081186771844,0.533537334484331,66,42,24,0.6363636363636364,0.36363636363636365
621,0.20398750640451915,0.7115067931793383,15,10,5,0.6666666666666666,0.3333333333333333
622,-0.10604375874266979,0.536361413318862,47,16,31,0.3404255319148936,0.6595744680851063
623,0.27858169931100635,0.44872103708082267,41,31,10,0.7560975609756098,0.24390243902439024
624,-0.16304436184111096,0.674376570602472,21,7,14,0.3333333333333333,0.6666666666666666
625,-0.01965223153432209,0.43311143098048194,15,9,6,0.6,0.4
626,0.21383238936725416,0.538763312454845,19,11,8,0.5789473684210527,0.42105263157894735
627,0.2999583557953663,0.6009184010760317,66,45,21,0.6818181818181818,0.3181818181818182
628,-0.200080759357661,0.620128454735486,8,4,4,0.5,0.5
629,0.11354797686739214,0.5294697877256612,58,28,30,0.4827586206896552,0.5172413793103449
630,0.5931314533310277,0.3807530750207928,7,6,1,0.8571428571428571,0.14285714285714285
631,0.2824712282046676,0.6262093684130601,25,18,7,0.72,0.28
632,-0.21790542732924226,0.47740902453508927,16,4,12,0.25,0.75
633,0.10170219854141276,0.461607289879621,24,16,8,0.6666666666666666,0.3333333333333333
634,-0.33396646436303856,0.5969819031995959,10,3,7,0.3,0.7
635,-0.2221247734207856,0.4355845795437994,19,5,14,0.2631578947368421,0.7368421052631579
636,-0.13731424139390133,0.599423164528985,194,72,122,0.3711340206185567,0.6288659793814433
637,0.49811853544444457,0.3966653926112287,49,43,6,0.8775510204081632,0.12244897959183673
638,-0.027042254805564908,0.5004913128844958,4,1,3,0.25,0.75
639,-0.19138870331355268,0.640896949419815,18,5,13,0.2777777777777778,0.7222222222222222
640,-0.18689806573092935,0.7120586501492279,8,3,5,0.375,0.625
641,-0.26531058922410017,0.8027547978576114,3,1,2,0.3333333333333333,0.6666666666666666
642,0.21892865463381725,0.5946284000272545,21,13,8,0.6190476190476191,0.38095238095238093
643,0.40795824140766446,0.5341122153822804,98,74,24,0.7551020408163265,0.24489795918367346
644,-0.02598474614322187,0.6768137099371208,25,13,12,0.52,0.48
645,-0.02762337014275163,0.5499492608959307,38,20,18,0.5263157894736842,0.47368421052631576
646,0.2599571836976016,0.47775251140593394,41,26,15,0.6341463414634146,0.36585365853658536
647,0.02569695242813652,0.6565289410765676,7,4,3,0.5714285714285714,0.42857142857142855
648,-0.21878879923712125,0.41975168062286733,11,3,8,0.2727272727272727,0.7272727272727273
