Title,Box Office,Average Price,Average Attendance,year
深海浩劫,7257,28.02457,10.0,2016
深海越狱,5138,30.063798999999996,4.0,2018
深潜日,231,31.338997000000003,2.0,2021
深爱,536,35.17289,2.0,2021
混沌行走,665,33.031685,1.0,2021
清风亭,6,21.272009,34.0,2011
温暖的抱抱,86417,37.13132747693162,17.79222838098985,2020
温柔壳,1727,40.720932,3.0,2023
温泉屋的小老板娘,894,30.933535,2.0,2021
港囧,161078,32.85509,40.0,2015
港珠澳大桥,1232,33.550494849025974,22.748376623376622,2019
游侠索罗：星球大战外传,10631,35.94337,5.0,2018
游戏人生 零,1395,30.655548,6.0,2019
游戏规则,10297,33.07092,27.0,2017
湄公河行动,118602,30.465903682442114,24.05145781690022,2016
湘江北去,134,43.636303,14.0,2011
湮灭,6608,31.755823,6.0,2018
源代码,6684,30.934072,22.0,2011
滚烫年华,10,34.03745,9.0,2025
滚蛋吧！肿瘤君,50967,33.638035,25.0,2015
满江红,454435,49.512127,24.0,2023
滴答屋,1905,32.314354,3.0,2018
演员,331,36.895226,9.0,2021
漫游,28,32.471855,7.0,2022
漫长的告别,91,34.86538,3.0,2020
漫长的告白,633,39.30401,3.0,2022
潘多拉的宝剑,81,30.220516000000003,9.0,2012
潜艇总动员2,1640,35.13431,22.0,2012
潜艇总动员3：彩虹宝藏,5665,32.99007,19.0,2013
潜艇总动员4：章鱼奇遇记,4750,33.050114,16.0,2014
潜艇总动员5：时光宝盒,4598,31.207646727272728,11.0,2015
潜艇总动员：冒险岛,385,33.554173,2.0,2025
潜艇总动员：地心游记,2520,32.56287,6.0,2021
潜艇总动员：外星宝贝计划,2454,32.96893626813366,6.7530562347188265,2019
潜艇总动员：寻龙,3229,39.157177,6.0,2024
潜艇总动员：海底两万里,7269,30.63786,9.0,2018
潜艇总动员：环游地球80天,5261,52.01725999999999,12.0,2023
潜行,39004,39.64529864706184,12.650497384883602,2023
潜龙风云,69,32.660637,2.0,2014
潮,109,33.18189,1.0,2025
澳门风云,52462,32.36623,31.0,2014
澳门风云2,97262,39.209057,37.0,2015
澳门风云3,111636,35.63782,36.0,2016
激战,11781,31.580505,22.0,2013
激战运钞车,1532,29.877672000000004,13.0,2011
激浪青春,471,29.833088,4.0,2014
灌篮高手,66352,36.306497311218955,8.968441041716904,2023
火之鸟 伊甸之花,87,37.36879,0.0,2025
火力全开,240,32.416084,3.0,2017
火山地狱,1004,49.070873,11.0,2021
火山对对碰,392,29.491219999999995,4.0,2014
火山挚恋,631,40.649433,5.0,2023
火影忍者剧场版：忍者之路,3090,36.99197,2.0,2024
火影忍者疾风传剧场版：博人传,10306,29.004077999999996,16.0,2016
火星救援,58571,36.77243,24.0,2015
火海凌云,3076,33.42236,10.0,2016
火焰山历险记,575,27.375751,8.0,2013
火线反攻,1109,32.400448,5.0,2014
火线特攻,2,17.3,125.0,2011
火锅艺术家,5910,32.51275755837564,4.098984771573604,2024
火锅英雄,36995,31.934783999999997,17.0,2016
火鸡总动员,4988,33.416077,12.0,2014
灭绝,1600,30.965197,3.0,2020
灰姑娘,44397,31.517748,24.0,2015
灰猴,388,31.457577,2.0,2019
灵偶契约,1686,27.47608,8.0,2016
灵狼传奇,1151,30.558314999999997,8.0,2017
灵臆事件,400,27.809608000000004,6.0,2015
灵魂契约,274,27.74122,4.0,2018
灵魂战车,25,35.747528,15.0,2012
灵魂战车2：复仇时刻,5697,38.56396,20.0,2012
灶王传,1044,43.787163,51.0,2025
灿烂的她,10028,38.203873,3.0,2024
炫舞天鹅,38,25.956545,6.0,2011
点五步,374,26.055222999999998,11.0,2017
点点星光,635,29.927172,9.0,2021
烈日灼心,30297,31.289005,21.0,2015
烈火英雄,170685,35.921927212672465,19.0948648094443,2019
烈焰卫士,108,35.571007,25.0,2023
烟花,7867,28.161388,7.0,2017
热带往事,6410,38.32138,4.0,2021
热搜,6325,38.539734,4.0,2023
热气球飞行家,2114,36.265396,3.0,2020
热浪球爱战,344,28.289755,11.0,2011
热烈,93347,41.341425429740646,14.783174606575466,2023
热爱岛,272,32.48346,4.0,2012
热血合唱团,7009,39.61258999999999,5.0,2020
热血燃烧,136,40.960926,1.0,2024
热血街头,187,31.031216,4.0,2012
热辣滚烫,341757,48.01732,22.0,2024
烽火塘田,121,50.18105,49.0,2023
烽火芳菲,2946,38.592915,6.0,2017
焚城,25882,40.958089407426016,3.9997681786569816,2024
焚情,102,26.547873,1.0,2022
煎饼侠,116017,32.67802001808356,39.01466164441418,2015
煞面迷影,241,35.178974,2.0,2023
照明商店,27548,40.81597577406708,5.801582692028459,2023
照相师,2840,37.057890915492955,37.70422535211268,2018
熊出没·伴我“熊芯”,149524,46.30252,19.0,2023
熊出没·原始时代,71708,39.028706,22.0,2019
熊出没·变形记,60552,35.826736,29.0,2018
熊出没·奇幻空间,52112,34.321,27.0,2017
熊出没·狂野大陆,59531,43.416110572609234,18.32094203020275,2020
熊出没·逆转时空,198406,45.99053,22.0,2024
熊出没·重启未来,82125,46.72025,14.0,2025
熊出没·重返地球,97772,46.63650500000001,16.0,2022
熊出没之夺宝熊兵,24784,34.501286,23.0,2014
熊出没之熊心归来,28754,31.489433,19.0,2016
熊出没之雪岭熊风,29423,40.17416,23.0,2015
熊孩子·探险熊兵,13,32.205547,1.0,2025
熊孩子马里,1,26.706352,1.0,2025
熊猫总动员,4563,38.740093,30.0,2011
熊猫盼盼,31,30.0,39.0,2022
熊猫计划,30742,34.761383,6.0,2024
燃冬,2608,43.00054,5.0,2023
燃点,843,37.568672,12.0,2019
燃烧的巴黎圣母院,100,42.350586,2.0,2023
燃野少年的天空,16103,36.4637,6.0,2021
爆款好人,2714,42.71579,4.0,2024
爆笑角斗士,484,30.619364,7.0,2012
爆裂点,10005,43.34079014032984,6.212893553223388,2023
爆裂鼓手,356,41.446661839887646,2.0842696629213484,2024
爱,13667,35.3757,28.0,2012
爱丽丝梦游仙境2：镜中奇遇记,38626,32.64848,15.0,2016
爱之初体验,321,34.16323,8.0,2015
爱乐之城,27915,34.37475808113917,14.798387963460504,2017
爱你一世一生,84,32.28611,4.0,2014
爱你一生一世,38,32.34125,12.0,2013
爱你很久很久,2002,37.4152,3.0,2024
爱到底,1145,30.574335,15.0,2011
爱在烂漫时,499,39.9992,137.0,2015
爱在记忆消逝前,656,34.334614,9.0,2018
爱在那一天,531,29.16637,6.0,2012
爱宠大机密,38861,32.11617,22.0,2016
爱宠大机密2,15423,33.658894,9.0,2019
爱封了,346,31.940446999999995,7.0,2011
爱很美,36,30.883482,3.0,2013
爱很美味,1455,39.34677,2.0,2023
爱情不NG,717,33.71098,9.0,2013
爱情公寓,55545,35.352978,27.0,2018
爱情呼叫等待,58,27.354908,3.0,2020
爱情拯救联盟,242,34.21313,15.0,2021
爱情的代驾,64,36.8469,1.0,2022
爱情真可怕,39,30.18765,4.0,2012
爱情神话,26035,42.33784370662569,7.069022469752257,2021
爱情进化论,746,33.824337,6.0,2014
爱情银行,534,30.33994,4.0,2013
爱情麻辣烫之情定终身,1730,28.49363,7.0,2016
爱情，到此为止,175,42.588135,1.0,2024
爱我就陪我看电影,905,30.804955,5.0,2015
爱拼北京,63,29.16398,3.0,2013
爱爱囧事,200,28.395027,5.0,2013
爱犬奇缘,633,39.85838,12.0,2023
爱猫之城,282,32.690758,4.0,2018
爱的帕斯卡,326,34.99371,46.0,2018
爱的面包魂,161,32.89514,4.0,2012
爱神,1201,31.499978999999996,8.0,2013
爱谁谁,142,28.307655,4.0,2012
爱遍全球,1554,37.86569,78.0,2021
爵迹,38248,33.581856,18.0,2016
父子雄兵,12531,34.39947,10.0,2017
爸爸去哪儿,69607,31.805374000000004,41.0,2014
爸爸去哪儿2,22283,32.390312,30.0,2015
爸爸妈妈复婚记,491,39.999348,165.0,2015
爸爸是外星人,506,37.607693,1.0,2024
爸爸的假期,11569,38.20676,29.0,2015
爸爸的自行车,100,33.703335,55.0,2023
爸爸，我懂你了,106,38.60404,9.0,2023
爸，我一定行的,4707,32.73597,20.0,2018
牛老汉的幸福生活,500,40.077254999999994,150.0,2015
牛胆神偷,47,27.987942,4.0,2013
牧民省长尕布龙,29,32.69488,10.0,2022
牧蜂姑娘,376,41.773872,58.0,2022
特别的你,73,25.880526,41.0,2025
特别追踪,866,48.43564,40.0,2019
特功明星,304,30.633905,4.0,2015
特工争风,1742,31.599442,12.0,2012
特工艾米拉,721,31.592909,5.0,2014
特技狂人,895,47.20644,2.0,2024
特殊身份,15511,31.718954,16.0,2013
特种部队2：全面反击,33804,39.891605,25.0,2013
特种部队：蛇眼起源,1144,32.881947,2.0,2021
特警判官,3004,36.563236,10.0,2013
特警英雄,10,243.75,100.0,2011
特警队,5711,35.58471266853441,5.645946419191035,2019
犀利人妻,273,33.40544901098901,6.648351648351649,2012
犬之岛,4353,32.58127,6.0,2018
犯罪现场,25491,35.88283,11.0,2019
犹太女孩在上海,2,16.2,500.0,2011
狂兽,6781,34.93181,6.0,2017
狂奔蚂蚁,172,27.621956,4.0,2012
狂怒,11896,31.81189,17.0,2014
狂暴凶狮,4461,29.713054999999997,6.0,2019
狂暴巨兽,100397,34.81579,13.0,2018
狂暴飞车,4432,37.201744,15.0,2011
狂野非洲,844,37.763123,10.0,2014
狂野飞车,304,23.67717,6.0,2015
狄仁杰之四大天王,60636,39.113647,18.0,2018
狄仁杰之神都龙王,60059,40.04127,30.0,2013
狐踪谍影,110,31.33729,2.0,2020
狗十三,5091,33.066147,6.0,2018
狗狗的疯狂假期,1060,30.540981,6.0,2018
狗的审判,66,39.748425,2.0,2025
狗眼看人心,1861,33.31636,4.0,2019
狗神,1749,39.51268652487136,5.802744425385935,2023
狗阵,3269,40.577568,2.0,2024
狙击手,60806,44.77382,7.0,2022
狙击时刻,159,32.02489,3.0,2014
独一无二,1686,38.099102,2.0,2025
独家头条,505,58.86403,7.0,2022
独立日：卷土重来,50215,35.725815,24.0,2016
独行侠,8147,33.161648,16.0,2013
独行月球,310310,41.60588,12.0,2022
狭路相逢,422,59.840984,41.0,2019
狮子吼,3,26.258389000000005,79.0,2025
狮子王,83373,35.989296,16.0,2019
狮子王：木法沙传奇,12314,40.77206531135293,4.0,2024
狼图腾,70025,39.419004585533735,34.158857550874686,2015
狼少年,392,31.771996,6.0,2013
狼群,2868,37.28838,2.0,2022
狼行者,1350,34.534977,3.0,2021
猎人克莱文,1314,41.50020687214612,1.9977168949771689,2024
猎仇者,570,29.85328,6.0,2013
猎屠,1256,35.493137,3.0,2022
猎杀T34,2326,34.16327727815993,4.140584694754944,2020
猎物,159,30.435114,6.0,2012
猎狐·行动,8790,37.29717,3.0,2025
猎神：冬日之战,10608,33.064568,11.0,2016
猎金·游戏,29486,39.961548,4.0,2025
猛虫过江,20365,31.756644999999995,11.0,2018
猛龙特囧,633,31.425404,7.0,2015
猩球崛起,17983,31.16344969365512,30.982483456597897,2011
猩球崛起2：黎明之战,70730,36.778954,28.0,2014
猩球崛起3：终极之战,74051,34.9678,16.0,2017
猩球崛起：新世界,20936,41.05565,4.0,2024
猪八戒传说,6571,50.153571735504485,34.343631106376506,2019
猪猪侠·不可思议的世界,3611,32.28861,6.0,2019
猪猪侠之勇闯巨人岛,4355,30.342632,17.0,2014
猪猪侠之囧囧危机,1184,28.354385,13.0,2012
猪猪侠之终极决战,4538,33.932594,20.0,2015
猪猪侠之英雄猪少年,4591,29.497937891962533,9.457416684818122,2016
猪猪侠大电影·恐龙日记,7932,31.416384,9.0,2021
猪猪侠大电影·星际行动,5475,35.535126,6.0,2024
猪猪侠大电影·海洋日记,2940,32.751534,4.0,2022
猪迪克之蓝海奇缘,488,29.098013,3.0,2021
猫与桃花源,2181,33.041424,8.0,2018
猫和老鼠,10474,34.431866,7.0,2021
猫头鹰王国：守卫者传奇,6,46.52778,25.0,2011
猫狗武林,366,31.918613,1.0,2022
猫猫的奇幻漂流,2838,41.226547,4.0,2025
猫脸老太太,584,25.30937,6.0,2016
玄夜狐影,131,31.676773,2.0,2021
王化买父,1136,38.04716314700704,46.374119718309856,2015
王朝的女人·杨贵妃,13364,31.638178,17.0,2015
王牌,3132,31.521345749042148,11.582375478927203,2014
王牌二哈,311,35.41765,3.0,2023
王牌保镖,13979,29.907158,9.0,2017
王牌情敌,1162,29.674717,7.0,2013
王牌特工2：黄金圈,47428,35.414913,14.0,2017
王牌特工：特工学院,48366,33.91183,29.0,2015
王牌逗王牌,25996,29.62984,18.0,2016
王的盛宴,7691,33.69193,16.0,2012
王者之剑,4434,37.308228,17.0,2012
王良军长,293,26.917362,12.0,2021
玛丽与魔女之花,2062,29.8926,6.0,2018
玛德2号,112,32.483524,3.0,2013
玛格丽特的春天,710,27.536236,4.0,2017
玛雅蜜蜂历险记,690,30.965563,4.0,2018
玩偶奇兵,3169,32.683292,13.0,2017
玩具总动员4,20073,35.785934,9.0,2019
玩命时光,251,34.0191861752988,12.721115537848606,2012
玩命狙击,767,30.37329931029987,11.329856584093871,2011
玩命直播,1295,28.242896999999996,7.0,2017
玩命追踪,3144,31.05281,13.0,2012
玩命速递：重启之战,12821,32.728786,15.0,2015
环太平洋,69530,40.412434,38.0,2013
环太平洋：雷霆再起,63323,35.434902,13.0,2018
环形使者,12948,32.905853,21.0,2012
珍·古道尔的传奇一生,324,38.859493,2.0,2023
珠峰队长,347,32.09687,3.0,2022
理查大冒险,234,29.895784,3.0,2017
理查德·朱维尔的哀歌,570,37.662277,5.0,2020
琴动我心,25,24.345474,8.0,2011
甜心巧克力,398,32.32383,3.0,2013
甜蜜18岁,43,29.513529,2.0,2013
甜蜜杀机,3715,30.09155,10.0,2014
甜蜜蜜,1234,44.242256,10.0,2015
生化危机4：战神再生,4,37.333332,28.0,2011
生化危机5：惩罚,11055,39.78651,14.0,2013
生化危机：终章,110949,34.683666,20.0,2017
生存家族,1141,32.24244,5.0,2018
生无可恋的奥托,188,38.518585,1.0,2023
生死罗布泊,189,39.421852,35.0,2012
生活万岁,478,36.354183,10.0,2018
田园时代,303,32.415817,50.0,2024
甲天下,10,17.220491,10.0,2011
申纪兰,460,36.00661499999999,11.0,2023
电力之战,516,34.277775,3.0,2020
电梯惊魂,2212,29.738016,11.0,2013
男人不可以穷,1356,33.14575943952803,8.224188790560472,2014
男人如衣服,3114,30.334091,11.0,2012
男左女右,500,38.590626,132.0,2015
男得有爱,707,27.790820999999998,11.0,2011
男生宿舍,239,27.791996,4.0,2018
男生贾里新传,1,9.818182,550.0,2011
男神时代,824,32.110405,7.0,2015
画壁,14912,32.787983,26.0,2011
画皮2,70202,41.05247,37.0,2012
画魔人,208,32.179417,2.0,2023
疯了！桂宝之三星夺宝,1265,35.003963,4.0,2022
疯岳撬佳人,6370,31.171509,11.0,2017
疯狂72小时,2726,29.454737,9.0,2014
疯狂丑小鸭,2278,37.45814319578578,17.899912203687446,2016
疯狂丑小鸭2靠谱英雄,1002,32.79295,6.0,2021
疯狂元素城,11412,36.44428,7.0,2023
疯狂动物城,153186,33.61029186314024,28.93435431436293,2016
疯狂原始人,39462,36.855927,28.0,2013
疯狂原始人2,35303,35.00837184123163,7.913718380874147,2020
疯狂外星人,17185,35.174767,20.0,2015
疯狂大营救,90,33.160908,3.0,2023
疯狂小世界,257,31.04045,3.0,2023
疯狂梦幻城,522,50.65205,15.0,2019
疯狂海盗团,360,31.642403,4.0,2021
疯狂熊孩子2,538,32.833008,13.0,2022
疯狂特警队,496,30.459024,4.0,2017
疯狂的外星人,221321,42.01382710834038,30.02537490793915,2019
疯狂的导演,499,29.61964,6.0,2013
疯狂的拳头,142,31.199642,15.0,2021
疯狂的蠢贼,1382,29.893904000000003,12.0,2012
疯狂的麦克斯：狂暴女神,6070,44.647728,4.0,2024
疯狂艺术村,351,35.702793,25.0,2021
疲城,310,40.560272,26.0,2021
疾速行动,256,28.915146,9.0,2011
疾速追杀4,4487,40.922813,2.0,2025
疾速追杀：芭蕾杀姬,78,37.82486,0.0,2025
痞子英雄2：黎明升起,20407,37.13214,20.0,2014
痞子英雄之全面开战,8724,31.437096000000004,22.0,2012
白云之下,151,35.05073,21.0,2020
白发魔女传之明月天国,38905,37.97693,25.0,2014
白塔之光,709,45.77815,4.0,2023
白幽灵传奇之绝命逃亡,2417,37.06487702730658,8.506412908564336,2014
白方礼,30,25.108332733333334,65.6,2011
白日之下,1221,39.37575,2.0,2024
白日焰火,10223,31.479076,15.0,2014
白昼冷光,804,31.490086,7.0,2012
白毛女,584,30.333684999999996,7.0,2016
白狐,3147,37.393574,13.0,2013
白狮奇缘,88,27.5952,1.0,2020
白蛇2：青蛇劫起,58025,39.026203,7.0,2021
白蛇传·情,2374,38.45871233192923,5.0,2021
白蛇传说,17850,32.31972045826331,30.38218487394958,2011
白蛇：浮生,42520,41.332302,7.0,2024
白蛇：缘起,46861,34.02793687403171,10.029150039478457,2019
白雪公主,932,40.250988,1.0,2025
白雪公主之矮人力量,1744,29.597740000000005,12.0,2014
白雪公主之神秘爸爸,1112,29.021635,9.0,2015
白雪公主之魔镜魔镜,4394,31.058487,19.0,2012
白马王子,193,31.837716999999998,1.0,2021
白鹿原,14183,38.830124,22.0,2012
百万巨鳄,1263,31.55657,10.0,2012
百万爱情宝贝,73,28.76951,3.0,2013
百变爱人,2403,30.00447,9.0,2014
百变马丁：怪兽大作战,817,36.438335,6.0,2023
百合,2,26.086956,5.0,2011
百团大战,40959,40.927602046143704,47.81410678971655,2015
百家乐翻天,222,28.407637,4.0,2013
百年情书,8,21.549948,5.0,2011
百星酒店,5827,32.473553,18.0,2013
百鸟朝凤,8671,28.142624,14.0,2016
的士速递5,3121,30.415391999999997,7.0,2018
皇后乐队蒙特利尔现场演唱会,398,51.482546118090454,4.0376884422110555,2024
皮皮鲁与鲁西西之罐头小人,5784,38.194775,7.0,2021
皮皮鲁和鲁西西之309暗室,359,34.850292,4.0,2024
皮绳上的魂,329,33.35328,6.0,2017
盒子的秘密,153,43.277096,6.0,2022
盗亦有道,338,30.011356,5.0,2012
盗剑72小时,74,28.277477000000005,4.0,2013
盗墓笔记,100297,35.230423,27.0,2016
盗梦空间,3379,30.243843,7.0,2020
盗马记,6262,30.607363,11.0,2014
盛世如愿,6,30.271946,20.0,2025
盛世秧歌,2120,43.97571266226415,34.199056603773585,2018
盛夏未来,38685,37.1115,6.0,2021
盛极一时的爱情,2,61.64921,3.0,2025
盟军夺宝队,4693,31.384188,10.0,2014
盟军敢死队,520,40.34144,1.0,2024
目中无人：以眼还眼,2,30.391973,1.0,2025
目击者,885,43.660824,127.0,2012
目标战,16,27.803068,1.0,2013
盲探,21263,32.116219119550394,26.868551004091614,2013
盲舞,411,45.779087,128.0,2020
直播惊魂夜,51,30.826095999999996,1.0,2025
相声大电影之我要幸福,1783,30.3236,4.0,2017
相爱相亲,1825,36.121696,6.0,2017
相约香港·香港经典电影展映,36,63.20559999999999,69.0,2022
相见在鸾峰桥,195,30.943872000000002,77.0,2023
看不见的他们,133,31.924788000000003,1.0,2023
看不见的客人,17258,31.899439999999995,13.0,2017
看不见的小孩,1928,33.84736931016598,15.345435684647303,2019
看不见的顶峰,158,37.607533,4.0,2023
真·三国无双,1558,37.669876,5.0,2021
真假美猴王之大圣无双,109,35.711845,1.0,2020
真心话大冒险,1514,31.023672,17.0,2012
真水无香,14,36.898975,42.0,2011
真爱,107,22.781881,37.0,2014
真爱找麻烦！,455,35.02854,1.0,2025
真爱营业,1006,34.03952400000001,1.0,2025
真相禁区,4199,28.385197,8.0,2016
睡在我上铺的兄弟,12761,28.779448,12.0,2016
瞒天过海,16596,42.86955,6.0,2023
瞳灵公馆,231,27.940212,4.0,2018
石器时代之百万大侦探,26,30.797316,2.0,2013
石榴树上结樱桃,41,25.707912,31.0,2013
石狮之舞,27,26.467558,15.0,2022
破·地狱,21109,38.137262733762846,5.855843479084751,2024
破·地狱：感恩特别版,164,45.70516,4.0,2025
破·局,6472,33.05816,9.0,2017
破坏者,2444,30.914427000000003,9.0,2015
破局,93,28.891370000000002,3.0,2014
破风,14507,32.5765,16.0,2015
硬汉2：奉陪到底,2325,32.202225,14.0,2011
硬汉奶爸,259,28.555649,3.0,2014
碟中谍4,67211,35.086987,43.0,2012
碟中谍5：神秘国度,86806,32.779957,26.0,2015
碟中谍6：全面瓦解,124523,36.820988,15.0,2018
碟中谍7：致命清算,34915,39.618916,16.0,2023
碟中谍8：最终清算,25945,42.35432,7.0,2025
碟仙,5625,29.999229416000006,9.190933333333334,2019
碟仙之毕业照,308,27.745968000000005,4.0,2017
碟仙前传,315,29.726074000000004,4.0,2017
碟仙玩偶,377,32.914806,1.0,2025
碟仙诡谭,1988,28.42318,11.0,2014
碟仙诡谭2,1277,30.922635999999997,5.0,2017
碧血锦衣卫,67,62.73828499999999,83.0,2020
祈祷落幕时,6764,32.343037,6.0,2019
祖宗十九代,16985,34.915905,21.0,2018
祝你幸福！,6009,40.679493,3.0,2024
神偷奶爸2,32374,37.17845,22.0,2014
神偷奶爸3,103790,34.058434,20.0,2017
神偷奶爸4,42398,39.67347,8.0,2024
神兵小将,231,29.025421,75.0,2016
神兽金刚之青龙再现,720,28.276832999999996,9.0,2016
神奇,4569,46.53038,15.0,2013
神奇乐园历险记,4771,32.96459,7.0,2019
神奇侠侣,5049,32.285465,25.0,2011
神奇动物在哪里,59084,34.90672484621894,20.974510865885858,2016
神奇动物：格林德沃之罪,39888,37.62202,12.0,2018
神奇动物：邓布利多之谜,19417,36.198933,3.0,2022
神奇女侠,61012,36.301,16.0,2017
神奇女侠1984,16718,39.45093117442278,7.8803684651274075,2020
神奇海盗团,3780,35.221283,25.0,2012
神奇马戏团之动物饼干,6488,35.236668,9.0,2018
神战：权力之眼,23495,33.598774,16.0,2016
神探亨特张,775,31.282015,9.0,2012
神探夏洛克：可恶的新娘,16110,29.438934,19.0,2016
神探大战,71215,37.893658,8.0,2022
神探狗笨吉,259,28.706566,3.0,2018
神探罗蒙,41,45.464817,28.0,2020
神探蒲松龄,16100,43.398282491925464,19.45304347826087,2019
神探驾到,3712,37.177197,13.0,2015
神秘世界历险记,2162,27.471937,21.0,2012
神秘世界历险记2,6192,29.165833,21.0,2014
神秘世界历险记3,6535,31.770346,15.0,2016
神秘世界历险记4,10477,31.168499,12.0,2018
神秘友友,207,40.12245,1.0,2024
神秘家族,1488,29.210238,5.0,2017
神秘巨星,74708,30.02213,17.0,2018
神秘海域,15147,34.684643,3.0,2022
神笔马良,5837,32.921474,19.0,2014
神通乡巴佬,397,27.74875,8.0,2012
神马都是浮云,84,27.066175,4.0,2012
禁忌游戏之迷藏,367,28.47936,4.0,2013
禁锢,136,31.657585,3.0,2023
禹神传之王者少年,504,44.37607,33.0,2020
秀美人生,5578,37.47838450340624,34.43402653280746,2020
私人订制,71347,35.470321721207625,32.19792002466817,2013
私奔B计划,3209,30.095627,12.0,2013
私家侦探,4469,36.15872,3.0,2025
秋之白华,296,46.46552,20.0,2011
秘不可言,148,31.85343,1.0,2021
秘密花园,541,30.3677672181146,6.863216266173752,2012
秘密访客,21488,38.35864,10.0,2021
秘术,483,29.3073,4.0,2014
秘果,796,32.860027,5.0,2017
秘鲁大冒险,1565,32.924644,10.0,2012
秦时明月之龙腾万里,5955,35.291374,15.0,2014
秦明·生死语者,2992,30.619842999999996,5.0,2019
移动迷宫,15051,31.463484,17.0,2014
移动迷宫2,19658,34.437023,15.0,2015
移动迷宫3：死亡解药,31528,34.57536,12.0,2018
移情高手,153,32.021473,1.0,2021
稍微想起一些,204,35.755123,1.0,2023
穷养攻略,31,39.805836,1.0,2025
空中营救,10520,30.915613,14.0,2014
空天猎,31900,35.467327,18.0,2017
穿越时空的少女,823,38.115097,1.0,2025
穿越火线,1705,30.733679999999996,8.0,2013
穿越烽火,100,33.736816,12.0,2023
穿越硝烟的歌声,749,33.996151180240325,84.5954606141522,2015
穿过寒冬拥抱你,93685,42.44006995361051,25.09636548006618,2021
穿过月亮的旅行,4584,40.34207,4.0,2024
穿靴子的猫2,4675,36.73521679679144,3.7137967914438503,2022
突破口,595,57.31448999999999,70.0,2022
窃听风云,197,31.40189,22.0,2011
窃听风云2,20869,33.52953,30.0,2011
窃听风云3,30811,33.713696,21.0,2014
窗前明月，咣！,3985,41.9077029468005,5.211041405269762,2024
窦娥奇冤,447,26.516298000000003,10.0,2017
站住！小偷,90,27.768337,2.0,2020
站起来,3,38.549076,9.0,2011
竞雄女侠秋瑾,54,30.02988,3.0,2011
童年周恩来,1420,24.755998999999996,15.0,2021
童童的风铃密室,703,33.074875,6.0,2019
童话·世界,149,42.0274,1.0,2024
笑功震武林,7022,30.005974,14.0,2013
笑过2012,68,29.958769,3.0,2012
笔仙,5809,31.092050000000004,16.0,2012
笔仙3,5035,30.706026,13.0,2014
笔仙Ⅱ,8210,30.747305,17.0,2013
笔仙咒怨,570,27.02603,5.0,2017
笔仙惊魂,2341,29.292373999999995,14.0,2012
笔仙惊魂3,3527,29.228527,10.0,2014
笔仙撞碟仙,522,25.391293,7.0,2016
笔仙诡影,732,25.795454,6.0,2016
笔仙魔咒,1045,24.993141,7.0,2015
笙声,204,28.681587,91.0,2021
笨贼别跑,1677,37.43417235658915,97.03697078115682,2016
笨鸟大冒险,636,28.806749849056605,2.7547169811320753,2021
第一书记,11,22.200432,65.0,2011
第一大总统,3,28.726969,3.0,2011
第一次,3565,31.813887,15.0,2012
第一次的离别,481,27.59712,4.0,2020
第一炉香,6422,37.96514,5.0,2021
第七个小矮人,2549,29.160134999999997,9.0,2018
第七子：降魔之战,17239,41.837982,14.0,2015
第三度嫌疑人,452,36.25478700000001,6.0,2018
第三种爱情,7308,30.088263,18.0,2015
第二十条,242942,46.311985,16.0,2024
第八个嫌疑人,43961,42.045036,6.0,2023
第八届北京国际电影节,722,78.01311,166.0,2018
第十一回,7397,38.40554,4.0,2021
第十一届北京国际电影节,563,76.375404,140.0,2021
第十三届北京国际电影节,888,84.56708499999999,175.0,2023
第四面墙,134,49.66767,3.0,2021
等一个人咖啡,1058,30.554329,6.0,2014
等风来,7957,31.00971307641071,17.614804574588412,2013
筷仙,1080,26.552109,6.0,2016
箭士柳白猿,647,97.9038340958269,28.910355486862443,2016
篮球小皇帝,50,45.79397,73.0,2011
米花之味,227,33.879692,7.0,2018
粉红女郎之爱人快跑,396,33.195,6.0,2013
精武青春,75,39.30181,2.0,2014
精武风云,330,25.107822,129.0,2014
精灵宝可梦：波尔凯尼恩与机巧的玛机雅娜,2565,28.415879999999998,6.0,2017
精灵怪物：疯狂之旅,627,31.827427000000004,3.0,2019
精灵旅社,7401,35.87144,14.0,2013
精灵旅社2,11947,33.886143,14.0,2015
精灵旅社3：疯狂假期,22362,33.774925,13.0,2018
精灵旅社4：变身大冒险,12375,31.520668,3.0,2022
精灵王座,2500,32.20587,11.0,2016
精英部队2：大敌当前,1281,29.57861,16.0,2011
糖果世界大冒险,505,28.80586,4.0,2016
素人特工,2248,34.71884,4.0,2019
索道医生,155,48.386997,116.0,2012
索马里真相,137,30.469685000000002,6.0,2012
紧急救援,48525,38.62770331052035,9.51973209685729,2020
紫宅,709,27.877413,10.0,2011
紫罗兰永恒花园 外传：永远与自动手记人偶,4848,31.240413999999998,4.0,2020
红光,114,31.600134,5.0,2022
红嫁衣,988,32.319145,3.0,2025
红尖尖,31,27.695929,52.0,2022
红星照耀中国,3470,35.95654299135447,5.462824207492796,2019
红楼梦之金玉良缘,601,32.212715,3.0,2024
红毯先生,9365,50.41145,6.0,2024
红海行动,365154,39.287455618043346,32.99430377320254,2018
红猪,2309,35.767647,4.0,2023
红船,1161,30.950171048234285,10.710594315245478,2021
红色一号：冬日行动,2145,39.73941,2.0,2024
红色冲浪板,148,41.061806,4.0,2024
红色恋人,148,39.057957,1.0,2023
红色警戒999,707,28.798307,4.0,2016
