id,title,year,rating_count,rating_score,tp_drama,tp_comedy,tp_action,tp_romance,polarity_mean,polarity_std,comment_count,positive_ratio,negative_ratio,box_off,avg_price,avg_attend
50,绣春刀,2014,7309.0,9.2,1,0,1,0,0.1850457399296619,0.629612809780109,1664,0.5973557692307693,0.4026442307692308,9318,31.629831,17.0
51,无名,2023,8942.0,8.8,1,0,0,0,0.1654549257431916,0.6580627169832176,1992,0.5808232931726908,0.4191767068273092,93143,52.47412500000001,17.0
52,热辣滚烫,2024,14533.0,7.2,1,1,0,0,0.0076548636536829,0.6197663419547705,1983,0.4740292486132123,0.5259707513867877,341757,48.01732,22.0
54,龙门飞甲,2011,2066.0,7.4,1,0,1,0,-0.1870836830000296,0.6452468106049659,558,0.3512544802867383,0.6487455197132617,53969,44.16587750078749,37.02410643146992
55,百鸟朝凤,2016,6437.0,9.8,1,0,0,0,0.1296868241663964,0.6319156069148675,1997,0.5728592889334001,0.4271407110665999,8671,28.142624,14.0
57,第二十条,2024,4324.0,9.0,1,1,0,0,0.1015197523936263,0.6422683343316135,1997,0.5338007010515774,0.4661992989484226,242942,46.311985,16.0
58,金手指,2023,582.0,8.3,1,0,0,0,0.0178406189751226,0.6775892217512036,441,0.4784580498866213,0.5215419501133787,57441,40.46514471558643,11.179262199474245
59,非诚勿扰3,2023,677.0,9.0,1,1,0,1,0.114584571486321,0.677038759658945,519,0.5491329479768786,0.4508670520231214,10222,41.48419775503815,6.959694775973391
60,一代宗师,2013,4519.0,9.2,1,0,1,1,0.1518556134518076,0.6364298522923166,1003,0.5812562313060817,0.4187437686939183,28784,36.19181,25.0
61,我们的冬奥,2022,3441.0,6.0,1,0,0,0,-0.0364153799134607,0.6210359697317489,1478,0.4539918809201624,0.5460081190798376,6505,36.903156,5.0
63,1917,2020,14210.0,9.7,1,0,0,0,0.2351224770086382,0.5784469460282854,1996,0.6312625250501002,0.3687374749498998,6908,32.361782,5.0
64,无人区,2013,5364.0,9.7,1,0,0,0,0.1418303785572913,0.5900447950591404,1284,0.5537383177570093,0.4462616822429907,25953,31.284878375447924,20.977112472546526
65,烈日灼心,2015,7737.0,9.6,1,0,0,0,0.0966022225713817,0.635339443725555,1997,0.5207811717576365,0.4792188282423635,30297,31.289005,21.0
66,白蛇：浮生,2024,2684.0,9.5,0,1,0,1,0.2539638038052765,0.6143549119430044,1996,0.6347695390781564,0.3652304609218437,42520,41.332302,7.0
68,毒战,2013,5547.0,9.7,1,0,1,0,0.2519058101587961,0.6054597069019869,1314,0.6339421613394216,0.3660578386605784,14692,32.18385,20.0
69,默杀,2024,,,1,0,0,0,0.0588302006590133,0.6507898176223762,971,0.5128733264675592,0.4871266735324407,135128,41.193794,10.0
70,有完没完,2017,128.0,3.8,1,1,0,0,-0.3198018747860113,0.6049869046620318,111,0.2792792792792792,0.7207207207207207,3742,28.720604,8.0
